project_manager,employee_id,hire_date,Salary/Rate,employee_type,termination_date,Department/Team
Sandra Rodriguez,SUP9625,29/10/2021,108576,fixed term,,IT Support/Helpdesk
Sandra Schwartz,SUP5685,13/05/2021,104585,permanent,,Quality Assurance (QA)
Sara Adkins,SUP7736,30/01/2024,652,contract,,IT Support/Helpdesk
Sara Anderson,SUP7384,03/09/2023,92126,permanent,,Quality Assurance (QA)
Sara Brown,SUP9682,23/04/2024,97044,permanent,,Project Management Office (PMO)
Sara Holmes,SUP8718,23/04/2022,119265,fixed term,,Database Administration
Sara Kim,SUP1942,16/11/2022,114507,permanent,,Mobile Development
Sara Richard,SUP2733,27/09/2021,459,contract,,Training and Documentation
Sara Schultz,SUP9619,27/10/2021,111849,fixed term,,IT Support/Helpdesk
Sarah Alvarez,SUP6752,05/12/2020,110636,fixed term,,Cybersecurity
Sarah Berry,SUP6198,15/08/2023,532,contract,,Database Administration
Sarah Bonilla,SUP6167,27/09/2021,112931,fixed term,,Quality Assurance (QA)
Sarah Chaney,SUP8399,05/08/2021,577,contract,,Web Development
Sarah Ferguson,SUP3304,12/06/2021,390,contract,,Cybersecurity
Sarah Fitzpatrick,SUP3856,13/09/2020,394,contract,,IT Support/Helpdesk
Sarah Francis,SUP9123,08/08/2021,118728,permanent,,IT Operations
Sarah Horne,SUP2960,06/11/2023,101577,fixed term,,Training and Documentation
Sarah Johnson,SUP7683,14/08/2022,110067,fixed term,,Mobile Development
Sarah Lee,SUP3595,04/11/2023,96244,fixed term,,Cybersecurity
Sarah Morales,SUP1024,19/04/2023,95703,fixed term,,Training and Documentation
Sarah Obrien,SUP9398,01/11/2021,491,contract,,Quality Assurance (QA)
Sarah Porter,SUP9755,29/10/2024,116080,permanent,,Business Analysis
Sarah Shelton,SUP8868,12/11/2023,97401,fixed term,,Quality Assurance (QA)
Sarah Ward,SUP5359,03/12/2022,107557,fixed term,,Cybersecurity
Sarah Ware,SUP3369,08/08/2022,112105,permanent,,Project Management Office (PMO)
Sarah Wood,SUP8514,07/06/2023,408,contract,,Quality Assurance (QA)
Sarah Young,SUP2418,25/10/2022,102094,fixed term,,Project Management Office (PMO)
Savannah Solomon,SUP5872,20/06/2022,99905,permanent,,Database Administration
Savannah Sullivan,SUP6468,04/01/2022,587,contract,,Database Administration
Scott Caldwell,SUP3510,26/02/2023,109826,fixed term,,Training and Documentation
Scott Dixon,SUP3112,21/12/2022,381,contract,,Business Analysis
Scott Gonzalez,SUP3036,28/11/2022,116464,fixed term,,Business Analysis
Scott Hines,SUP2417,21/08/2021,98778,fixed term,,Training and Documentation
Scott Jordan MD,SUP4158,06/05/2024,520,contract,,Mobile Development
Scott Kent,SUP4229,07/11/2021,434,contract,,Project Management Office (PMO)
Scott Lewis,SUP1486,12/02/2023,94314,permanent,,Quality Assurance (QA)
Scott Mccoy,SUP4769,23/12/2023,529,contract,,Network and Infrastructure
Scott Meadows,SUP9620,13/07/2022,119426,permanent,,Training and Documentation
Scott Mendez,SUP5489,09/08/2023,103770,fixed term,,Training and Documentation
Scott Neal,SUP9738,10/02/2022,96325,fixed term,,Project Management Office (PMO)
Scott Porter,SUP6364,20/06/2024,108402,permanent,,IT Operations
Scott Romero,SUP8800,18/01/2023,497,contract,,IT Support/Helpdesk
Scott Thompson MD,SUP7383,15/07/2022,110396,fixed term,,Web Development
Scott Vaughan,SUP5877,12/04/2022,107555,fixed term,,Project Management Office (PMO)
Scott Watson,SUP4432,05/11/2021,108246,fixed term,,Network and Infrastructure
Scott York,SUP7329,03/04/2021,117131,permanent,,Web Development
Sean Barron,SUP4306,03/12/2021,457,contract,,IT Operations
Sean Clark,SUP4159,10/07/2023,99678,permanent,,Web Development
Sean Freeman,SUP9575,25/09/2020,408,contract,,Mobile Development
Sean Hall,SUP2139,07/09/2021,110180,fixed term,,IT Support/Helpdesk
Sean Harrington DDS,SUP6085,31/07/2021,90641,permanent,,Cybersecurity
Sean Hayes,SUP4925,11/05/2022,438,contract,,IT Support/Helpdesk
Sean Hobbs,SUP2280,03/01/2021,611,contract,,Web Development
Sean Kelly,SUP2480,16/10/2021,93012,fixed term,,IT Support/Helpdesk
Sean Ross,SUP2331,30/10/2023,106599,permanent,,Quality Assurance (QA)
Sean Tran,SUP7076,15/09/2022,591,contract,,Web Development
Sean Walker,SUP2040,08/02/2023,101816,fixed term,,Business Analysis
Selena Hernandez,SUP9273,20/02/2023,117376,permanent,,Project Management Office (PMO)
Sergio Mayer,SUP5024,21/06/2024,623,contract,,Quality Assurance (QA)
Seth Blankenship,SUP9822,28/04/2021,99282,permanent,,Web Development
Shane Norton,SUP5258,29/05/2024,105060,permanent,,Mobile Development
Shane Palmer,SUP5396,03/07/2021,116607,permanent,,Web Development
Shane Robinson,SUP9088,16/05/2024,100738,fixed term,,Database Administration
Shane Turner DVM,SUP8584,14/03/2024,107074,permanent,,Training and Documentation
Shane Wilcox,SUP8594,09/01/2023,114117,permanent,,Mobile Development
Shannon Gonzales,SUP2350,11/09/2022,119595,fixed term,,Mobile Development
Shannon Harrison,SUP5774,25/02/2023,98264,fixed term,,Web Development
Shannon Jacobs,SUP3752,21/01/2022,111810,permanent,,Quality Assurance (QA)
Shannon Kim,SUP6864,17/10/2022,428,contract,,Quality Assurance (QA)
Shannon Simpson,SUP2747,18/01/2021,651,contract,,IT Support/Helpdesk
Shannon Williams,SUP7656,17/09/2024,96600,fixed term,,Mobile Development
Sharon Carpenter,SUP2199,17/03/2023,117032,fixed term,,Mobile Development
Sharon Davis,SUP8376,21/09/2022,91585,fixed term,,Web Development
Sharon Foley,SUP5938,03/10/2020,618,contract,,Web Development
Sharon Higgins,SUP4598,16/06/2021,425,contract,,Project Management Office (PMO)
Sharon Lewis,SUP4737,12/05/2021,98924,permanent,,Project Management Office (PMO)
Sharon Morgan,SUP8260,20/11/2023,610,contract,,Mobile Development
Sharon Ray,SUP7413,18/12/2021,109617,fixed term,,Training and Documentation
Sharon Sanchez,SUP2145,21/11/2022,585,contract,,Web Development
Sharon Simmons,SUP9248,01/11/2022,104825,fixed term,,Database Administration
Sharon Wagner,SUP2642,18/04/2024,101509,fixed term,,Cybersecurity
Sharon Williams,SUP4060,19/04/2023,103995,fixed term,,Business Analysis
Shaun Harrell,SUP9041,30/12/2020,96974,permanent,,IT Operations
Shawn Cox,SUP7808,18/03/2024,111813,fixed term,,Quality Assurance (QA)
Shawn Hogan,SUP9747,31/05/2023,115244,permanent,,Project Management Office (PMO)
Shawn Lewis,SUP3429,12/05/2023,105669,permanent,,Database Administration
Shawn Miller,SUP7625,11/08/2024,90387,fixed term,,IT Support/Helpdesk
Shawn Ramirez,SUP1315,27/01/2023,405,contract,,Training and Documentation
Shawna Henry,SUP4183,23/02/2021,377,contract,,Database Administration
Sheila Allen,SUP2763,18/08/2021,113985,fixed term,,Quality Assurance (QA)
Sheila Cardenas,SUP1411,21/06/2024,97724,permanent,,IT Support/Helpdesk
Sheila Davis,SUP3540,10/01/2024,103451,fixed term,,Quality Assurance (QA)
Sheila Freeman,SUP5579,23/07/2024,116265,fixed term,,Web Development
Sheila Martin,SUP7692,13/10/2023,577,contract,,IT Operations
Sheila Moran,SUP6830,03/10/2020,606,contract,,Cybersecurity
Sheila Ruiz,SUP4517,30/10/2022,99263,permanent,,Database Administration
Sheila Serrano,SUP2052,23/09/2021,117331,permanent,,Web Development
Shelby Griffin,SUP7988,26/04/2024,410,contract,,Web Development
Shelby King,SUP5261,02/07/2021,450,contract,,Business Analysis
Shelia Beasley,SUP4283,08/12/2021,91865,permanent,,Quality Assurance (QA)
Shelia Nelson,SUP6643,26/11/2023,107565,fixed term,,Quality Assurance (QA)
Shelia Solomon,SUP1215,03/04/2022,111588,permanent,,IT Operations
Shelly Bernard,SUP2196,18/03/2023,98080,permanent,,Quality Assurance (QA)
Shelly Green,SUP2196,17/01/2023,92680,permanent,,Network and Infrastructure
Sheri Guerrero,SUP4616,11/10/2021,100400,permanent,,Project Management Office (PMO)
Sheri Sanford,SUP6618,28/05/2023,117949,fixed term,,Mobile Development
Sheri Wagner,SUP3188,09/09/2021,624,contract,,Web Development
Sherri Chapman,SUP1730,06/09/2022,559,contract,,Business Analysis
Sherri Jimenez,SUP4568,19/04/2022,92795,fixed term,,Database Administration
Sherri Johnston,SUP9388,22/07/2022,119127,fixed term,,Training and Documentation
Sherry Callahan,SUP4687,07/09/2021,110958,fixed term,,IT Support/Helpdesk
Shirley Cohen,SUP3428,09/07/2023,98834,permanent,,Web Development
Shirley Lowe,SUP6783,04/12/2023,471,contract,,Training and Documentation
Sierra Rodriguez,SUP3192,24/02/2022,97372,permanent,,Network and Infrastructure
Sonya Mcdonald,SUP3584,12/07/2024,110160,fixed term,,Database Administration
Stacey Miller,SUP9524,13/06/2024,103856,permanent,,Network and Infrastructure
Stacey Nguyen,SUP9626,18/12/2022,116352,permanent,,Quality Assurance (QA)
Stacy Morris,SUP4761,28/07/2024,516,contract,,Quality Assurance (QA)
Stacy Simpson,SUP2368,11/11/2021,425,contract,,Network and Infrastructure
Stanley Barr,SUP6197,26/10/2023,93973,permanent,,Web Development
Stefanie Garner,SUP6262,02/04/2024,585,contract,,IT Support/Helpdesk
Stephanie Adams,SUP6755,13/08/2024,118789,fixed term,,Database Administration
Stephanie Allen,SUP7121,22/01/2021,100565,fixed term,,Web Development
Stephanie Baker,SUP1274,13/04/2021,93388,permanent,,IT Operations
Stephanie Bauer,SUP8020,14/09/2021,94929,fixed term,,Web Development
Stephanie Beltran,SUP1797,06/04/2021,630,contract,,IT Support/Helpdesk
Stephanie Bruce,SUP8881,17/11/2021,92334,fixed term,,Training and Documentation
Stephanie Garcia,SUP6944,24/03/2023,115632,fixed term,,Project Management Office (PMO)
Stephanie Garner,SUP5570,08/01/2023,112675,permanent,,Quality Assurance (QA)
Stephanie Gilbert,SUP9610,18/02/2024,546,contract,,IT Operations
Stephanie Gregory,SUP8432,23/05/2023,95309,permanent,,Web Development
Stephanie Hancock,SUP6540,16/11/2021,108570,permanent,,Mobile Development
Stephanie Jones,SUP4311,11/02/2023,99133,fixed term,,Cybersecurity
Stephanie King,SUP9426,04/10/2020,115279,permanent,,Web Development
Stephanie Klein,SUP5976,14/12/2021,113216,fixed term,,Web Development
Stephanie Mcgee,SUP7977,09/06/2023,671,contract,,Cybersecurity
Stephanie Munoz,SUP1258,02/08/2023,96268,permanent,,Project Management Office (PMO)
Stephanie Powers,SUP7305,14/04/2021,111967,permanent,,Web Development
Stephanie Reed,SUP4355,16/05/2024,113236,permanent,,Cybersecurity
Stephanie Reyes,SUP3417,17/05/2023,90885,fixed term,,Quality Assurance (QA)
Stephanie Ruiz,SUP5437,28/07/2023,116898,permanent,,Cybersecurity
Stephanie Smith,SUP3030,30/10/2022,426,contract,,Project Management Office (PMO)
Stephanie Taylor,SUP6680,14/08/2024,108822,fixed term,,Quality Assurance (QA)
Stephanie Ware,SUP9813,10/10/2022,538,contract,,Quality Assurance (QA)
Stephanie Webb,SUP8327,16/06/2022,545,contract,,Network and Infrastructure
Stephanie Wilkerson,SUP4572,21/04/2023,101836,fixed term,,Mobile Development
Stephen Anderson,SUP4339,06/03/2023,96717,permanent,,Mobile Development
Stephen Barnes,SUP3605,11/03/2024,98314,fixed term,,Training and Documentation
Stephen Brown,SUP7949,26/04/2021,96161,permanent,,Business Analysis
Stephen Carpenter,SUP4723,31/03/2023,111696,fixed term,,Web Development
Stephen Crawford,SUP6075,26/03/2024,91424,fixed term,,Web Development
Stephen Dickson,SUP9087,22/08/2023,119655,permanent,,Quality Assurance (QA)
Stephen Espinoza,SUP3258,08/06/2023,109970,fixed term,,Cybersecurity
Stephen Garrison,SUP1391,20/05/2023,389,contract,,Mobile Development
Stephen Gilbert,SUP5672,03/01/2021,97069,fixed term,,Mobile Development
Stephen Gonzales,SUP5745,16/04/2022,115269,fixed term,,IT Support/Helpdesk
Stephen Johnson,SUP1880,07/11/2023,95358,fixed term,,Cybersecurity
Stephen Long,SUP7631,26/07/2024,93751,permanent,,IT Operations
Stephen Martin,SUP2578,27/09/2021,104652,permanent,,Cybersecurity
Stephen Nicholson,SUP2812,15/09/2022,108469,permanent,,IT Support/Helpdesk
Stephen Reyes,SUP3439,05/10/2023,103484,permanent,,Database Administration
Steve Riley,SUP8431,26/03/2023,106856,fixed term,,Web Development
Steve Vasquez,SUP8061,07/10/2023,543,contract,,Quality Assurance (QA)
Steven Adams,SUP7531,24/11/2022,411,contract,,Project Management Office (PMO)
Steven Evans,SUP9861,29/02/2024,606,contract,,Quality Assurance (QA)
Steven Johnson,SUP5617,27/09/2022,93613,fixed term,,IT Support/Helpdesk
Steven Lawrence,SUP2807,08/07/2023,105124,fixed term,,Database Administration
Steven Lopez,SUP3808,21/12/2020,116405,fixed term,,Database Administration
Steven Mcguire,SUP4159,10/06/2023,90565,fixed term,,Quality Assurance (QA)
Steven Ramirez,SUP9988,07/08/2021,111909,fixed term,,Training and Documentation
Steven Vang,SUP9650,12/03/2024,90778,fixed term,,IT Operations
Steven Walker,SUP9605,03/02/2021,97151,permanent,,Cybersecurity
Steven Whitney,SUP2566,12/02/2024,114477,fixed term,,Mobile Development
Sue Cook,SUP2857,20/09/2022,90350,permanent,,Training and Documentation
Susan Gutierrez,SUP9999,29/08/2023,117076,fixed term,,Network and Infrastructure
Susan Kennedy,SUP4133,27/06/2022,506,contract,,Network and Infrastructure
Susan Long,SUP9937,18/05/2024,421,contract,,Network and Infrastructure
Susan Robertson,SUP7762,12/05/2022,107414,fixed term,,Network and Infrastructure
Susan Rose,SUP3718,15/08/2021,440,contract,,Web Development
Susan Simpson,SUP4502,10/07/2024,107318,fixed term,,Cybersecurity
Susan Tucker,SUP5269,18/05/2024,555,contract,,Training and Documentation
Suzanne Bishop,SUP7008,31/01/2022,95192,fixed term,,Web Development
Suzanne Frey,SUP6016,15/03/2024,563,contract,,IT Support/Helpdesk
Suzanne Herrera,SUP6438,29/03/2023,113506,fixed term,,Web Development
Suzanne Wade,SUP4893,05/05/2024,664,contract,,Mobile Development
Suzanne Wolf,SUP7704,02/02/2024,639,contract,,Business Analysis
Suzanne Wright,SUP9608,08/03/2024,436,contract,,Project Management Office (PMO)
Sydney Castro,SUP7143,30/05/2023,100084,fixed term,,Business Analysis
Sydney Clark,SUP2207,09/10/2023,576,contract,,Project Management Office (PMO)
Sylvia Murray,SUP4061,23/09/2022,582,contract,,IT Support/Helpdesk
Tamara Bridges,SUP5740,24/12/2022,107430,permanent,,Mobile Development
Tammie Davis,SUP7703,19/01/2024,439,contract,,Web Development
Tammy Houston,SUP3707,31/01/2023,96904,permanent,,Mobile Development
Tammy James,SUP8521,24/07/2022,594,contract,,IT Operations
Tammy Nolan,SUP8526,24/02/2023,516,contract,,Quality Assurance (QA)
Tammy Palmer,SUP1220,24/12/2022,107067,permanent,,Project Management Office (PMO)
Tammy Sanders,SUP8020,12/01/2022,118535,permanent,,Web Development
Tammy Steele,SUP1168,24/08/2021,105802,fixed term,,Quality Assurance (QA)
Tammy Webb,SUP5605,18/04/2024,117063,permanent,,Web Development
Tammy Wilson,SUP8102,29/09/2024,563,contract,,Web Development
Tanya Porter,SUP4787,10/06/2022,647,contract,,Project Management Office (PMO)
Tanya Young,SUP9285,04/12/2022,567,contract,,Business Analysis
Tara Donovan,SUP6565,04/05/2023,388,contract,,Web Development
Tara Harmon,SUP8491,15/10/2021,111381,fixed term,,Network and Infrastructure
Tara Robinson,SUP4879,14/05/2024,90722,fixed term,,Network and Infrastructure
Tasha Lopez,SUP2276,24/01/2022,112563,fixed term,,IT Support/Helpdesk
Tasha Sutton,SUP3977,26/01/2023,101935,fixed term,,Cybersecurity
Taylor Bell,SUP1211,19/05/2024,452,contract,,Cybersecurity
Taylor Calhoun,SUP7082,31/01/2021,405,contract,,Database Administration
Taylor Hughes,SUP8524,10/05/2024,674,contract,,Mobile Development
Taylor Owens,SUP9524,14/02/2024,98131,fixed term,,Project Management Office (PMO)
Taylor Parker,SUP7311,08/06/2022,382,contract,,Project Management Office (PMO)
Taylor Scott,SUP4855,19/12/2022,115634,permanent,,Mobile Development
Taylor Stephenson,SUP1860,13/10/2020,564,contract,,Network and Infrastructure
Teresa Church,SUP4661,02/07/2024,105875,fixed term,,IT Operations
Teresa Ford,SUP7914,04/08/2022,647,contract,,Business Analysis
Teresa Hall,SUP4186,05/11/2023,452,contract,,Web Development
Teresa Kennedy,SUP5701,31/05/2024,534,contract,,IT Support/Helpdesk
Teresa Martinez,SUP4133,28/05/2022,105982,fixed term,,Web Development
Teresa Smith,SUP5668,16/02/2024,492,contract,,Database Administration
Teresa Steele,SUP4279,14/02/2022,633,contract,,Training and Documentation
Teresa Williams,SUP1187,14/10/2023,90805,permanent,,Database Administration
Teresa Wise,SUP7111,23/09/2024,90167,permanent,,Network and Infrastructure
Terrance Jenkins,SUP7904,23/04/2021,97192,permanent,,Business Analysis
Terri Rodriguez,SUP6538,16/08/2021,93358,fixed term,,Web Development
Terri Schmidt,SUP2059,17/11/2023,102106,fixed term,,IT Support/Helpdesk
Terri Walsh,SUP1615,17/11/2021,108000,fixed term,,Project Management Office (PMO)
Terry Daniels,SUP8358,13/04/2021,533,contract,,Quality Assurance (QA)
Terry Harrington,SUP2592,16/05/2023,520,contract,,Business Analysis
Terry Knapp,SUP9629,09/08/2023,431,contract,,Database Administration
Terry Mendez,SUP3986,24/08/2024,96818,fixed term,,Mobile Development
Terry Newton,SUP8439,13/07/2023,112104,fixed term,,Network and Infrastructure
Terry Richards,SUP5695,20/04/2024,107721,permanent,,Training and Documentation
Terry Rodriguez,SUP7335,02/01/2024,508,contract,,Mobile Development
Terry Vargas,SUP1284,07/11/2022,106277,permanent,,Training and Documentation
Theodore Ramos,SUP8228,18/09/2023,109026,fixed term,,Training and Documentation
Theresa Brewer,SUP3126,09/12/2022,501,contract,,Web Development
Theresa Dixon,SUP9830,30/08/2024,467,contract,,Web Development
Theresa Fields,SUP6927,03/03/2022,97051,fixed term,,Mobile Development
Theresa Mcconnell,SUP9032,20/10/2022,94116,permanent,,Database Administration
Thomas Anderson,SUP8463,13/09/2021,472,contract,,Business Analysis
Thomas Arnold,SUP1050,11/02/2024,482,contract,,Project Management Office (PMO)
Thomas Bell,SUP7354,27/06/2023,91007,permanent,,Training and Documentation
Thomas Ellis,SUP8196,23/01/2023,119536,fixed term,,Training and Documentation
Thomas Gonzalez,SUP3108,18/01/2022,105101,fixed term,,Mobile Development
Thomas Herrera,SUP8589,25/01/2023,108034,permanent,,Quality Assurance (QA)
Thomas Jenkins,SUP4150,21/06/2023,528,contract,,IT Support/Helpdesk
Thomas Jones,SUP3021,25/08/2023,111500,fixed term,,Web Development
Thomas King,SUP7441,16/11/2020,106377,fixed term,,Web Development
Thomas Morgan,SUP4371,09/04/2023,495,contract,,Training and Documentation
Thomas Rojas,SUP1739,14/11/2024,634,contract,,IT Operations
Thomas Sanchez,SUP2905,10/10/2023,446,contract,,Cybersecurity
Thomas Santos,SUP9674,23/10/2020,90486,fixed term,,IT Operations
Thomas Smith,SUP2778,07/08/2023,113043,permanent,,Project Management Office (PMO)
