project_key,nk_company_id,nk_project_id,nk_org_id,nk_employee_id,nk_level_number,project_type,project_name,project_long_name,billable_project_flag,active_flag,project_classification,project_end_date,project_start_date,account_group_code,time_collection_project_flag,revenue_formula_code,revenue_formula_description,bill_info_flag,project_total_value,project_level2_value,proj_link_name,proj_link_cust_id,customer_name,supervisor_id,supervisor_name,pm_id,project_manager,project_classification_type,project_linked_project_name,linked_project_contract_value,billing_currency_cd,contract_value_usd,row_is_current,Client Go Live,Complexity,Country,City,Project Status,Risk Metric
PRJ2023-907,COMP36542,PROJ4356,ORG67191,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Small Business,12/09/2023,24/05/2022,ACC111,SUP1329,,,,,,,,Lynch LLC,SUP9746,Christine Barton,PM5392,Brian Johnson,,,,,27502,,04/10/2023,High,Brazil,New Markside,In Progress,High
PRJ2021-506,COMP14235,PROJ9519,ORG71657,,LVL3,Software Development,Infrastructure Upgrade,,,,Small Business,02/02/2023,15/08/2022,ACC891,SUP4002,,,,,,,,"Martinez, Sexton and Peters",SUP3263,Kimberly Johnson,PM3126,Jillian Williams,,,,,10707,,23/02/2023,High,UK,Richardland,Completed,Medium
PRJ2026-529,COMP48751,PROJ2345,ORG89070,,LVL2,IT Consulting,Managed Helpdesk Services,,,,Enterprise,28/10/2024,08/11/2024,ACC255,SUP5129,,,,,,,,"Ballard, Browning and Clarke",SUP2521,Kevin Kelly,PM6918,Mrs. Wendy Meyer,,,,,32513,,14/11/2024,High,Australia,Clarkville,In Progress,Medium
PRJ2023-431,COMP99543,PROJ7552,ORG76275,,LVL2,IT Consulting,Database Migration,,,,Small Business,08/10/2024,16/09/2023,ACC576,SUP1753,,,,,,,,Lynch-Sullivan,SUP4732,Dr. Ricardo Gray,PM2638,Karen Collier,,,,,27526,,18/10/2024,Medium,Germany,Port Steven,In Progress,High
PRJ2026-238,COMP34197,PROJ5093,ORG27090,,LVL2,Software Development,Infrastructure Upgrade,,,,Small Business,17/07/2024,24/05/2022,ACC424,SUP8947,,,,,,,,Burns-Schroeder,SUP2276,Tasha Lopez,PM7540,Kristen Suarez,,,,,44243,,04/08/2024,Low,USA,Butlerbury,In Progress,Low
PRJ2024-942,COMP52906,PROJ2382,ORG74714,,LVL1,IT Infrastructure,E-commerce Platform Integration,,,,Small Business,04/11/2025,30/09/2024,ACC486,SUP4713,,,,,,,,Smith Ltd,SUP1174,David Riddle,PM3319,Frederick Hodges,,,,,35462,,07/11/2025,Low,UK,Reginatown,Completed,High
PRJ2024-866,COMP33674,PROJ5790,ORG47546,,LVL1,Software Development,CRM Implementation,,,,Enterprise,29/03/2022,10/08/2021,ACC736,SUP5058,,,,,,,,Haas Group,SUP6421,Felicia King,PM9396,Heather Valenzuela MD,,,,,25970,,28/04/2022,Low,France,West Stephanie,Completed,Medium
PRJ2023-170,COMP23946,PROJ3089,ORG61354,,LVL1,IT Infrastructure,Web Application Development,,,,Small Business,02/09/2023,16/09/2022,ACC952,SUP5885,,,,,,,,Benjamin-Stevens,SUP3342,Amy Mullen,PM3096,Lisa Horton,,,,,25492,,12/09/2023,Low,Germany,Woodland,Completed,Low
PRJ2022-555,COMP93524,PROJ9926,ORG42834,,LVL1,Software Development,CRM Implementation,,,,Small Business,16/04/2021,17/01/2021,ACC308,SUP8367,,,,,,,,"Walker, Thomas and Newton",SUP3884,Charles Gonzalez,PM2444,Rachel King,,,,,39659,,20/04/2021,Low,Brazil,West Bradley,In Progress,High
PRJ2026-998,COMP41099,PROJ7967,ORG10245,,LVL3,IT Infrastructure,Mobile App Development,,,,Small Business,,05/10/2022,ACC151,SUP4300,,,,,,,,Andrews and Sons,SUP3014,Christina Barnes,PM4059,Kimberly Wright,,,,,22676,,,Low,Spain,Andersonmouth,In Progress,Low
PRJ2026-739,COMP71812,PROJ8579,ORG55624,,LVL2,IT Consulting,Client Portal Revamp,,,,Small Business,,13/12/2022,ACC199,SUP2033,,,,,,,,Freeman PLC,SUP3935,Lisa Wade,PM3569,Johnny Lozano,,,,,35365,,,Low,Canada,Carlton,In Progress,High
PRJ2024-973,COMP30274,PROJ8714,ORG80973,,LVL2,Software Development,Managed Helpdesk Services,,,,Small Business,23/02/2024,29/01/2022,ACC549,SUP6552,,,,,,,,Morris-Bonilla,SUP6221,Kyle Black,PM9038,Justin James,,,,,32239,,01/03/2024,Medium,UK,Emilybury,Completed,Medium
PRJ2022-297,COMP27015,PROJ2874,ORG81833,,LVL1,Software Development,Network Troubleshooting & Support,,,,Enterprise,,18/10/2022,ACC336,SUP2589,,,,,,,,James PLC,SUP5872,Savannah Solomon,PM4667,Nicole Choi,,,,,15740,,,Medium,Brazil,Hortonbury,In Progress,High
PRJ2022-705,COMP96756,PROJ3651,ORG86996,,LVL1,Software Development,Data Analytics Platform Implementation,,,,Enterprise,16/10/2025,30/04/2024,ACC937,SUP1241,,,,,,,,Orozco Ltd,SUP2329,Matthew Shah,PM8890,Zachary Anderson,,,,,49634,,14/11/2025,High,Spain,Lake Danielmouth,In Progress,Low
PRJ2023-289,COMP34934,PROJ3684,ORG56397,,LVL2,IT Consulting,E-commerce Platform Integration,,,,Small Business,26/05/2025,27/10/2023,ACC781,SUP5021,,,,,,,,"Briggs, Crawford and Cohen",SUP3493,Alison Gonzalez,PM3587,Anthony Walter,,,,,19380,,09/06/2025,Medium,France,Jaredmouth,Completed,Medium
PRJ2022-283,COMP50962,PROJ5758,ORG57000,,LVL1,Software Development,Cloud Security Optimization,,,,Small Business,19/07/2021,10/01/2021,ACC297,SUP2105,,,,,,,,Hunt LLC,SUP3798,Ryan Myers,PM5062,Stephanie Krause,,,,,26025,,12/08/2021,Medium,UK,Carlosshire,In Progress,High
PRJ2028-741,COMP41049,PROJ7900,ORG11064,,LVL2,IT Consulting,Mobile App Development,,,,Enterprise,07/12/2025,06/12/2023,ACC916,SUP7561,,,,,,,,Garcia-Foley,SUP6708,Donna Weeks,PM3792,Albert Rodriguez,,,,,24456,,13/12/2025,High,Australia,North Christopherberg,Completed,Low
PRJ2022-994,COMP58399,PROJ8664,ORG18724,,LVL1,Software Development,Infrastructure Upgrade,,,,Enterprise,,27/12/2023,ACC383,SUP9566,,,,,,,,"Smith, Kennedy and Blankenship",SUP9651,Justin Rodriguez,PM9157,Jerry Evans,,,,,32547,,,High,France,New Desireemouth,In Progress,High
PRJ2028-273,COMP72569,PROJ8739,ORG78488,,LVL2,IT Infrastructure,Mobile App Development,,,,Enterprise,29/12/2024,06/09/2022,ACC680,SUP7408,,,,,,,,Morales-Stephens,SUP3180,Michael Smith,PM2500,Eric Ward,,,,,44802,,04/01/2025,Low,Spain,West Victoriachester,Completed,Low
PRJ2023-437,COMP52031,PROJ5037,ORG96606,,LVL3,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,28/04/2025,07/10/2023,ACC384,SUP1235,,,,,,,,Miller-Collins,SUP1350,Patricia Ramirez,PM9271,Leslie Sims,,,,,32134,,06/05/2025,Medium,France,North Jennifer,Completed,Low
PRJ2028-235,COMP70308,PROJ8987,ORG15632,,LVL2,IT Infrastructure,Web Application Development,,,,Enterprise,23/01/2025,01/09/2024,ACC222,SUP7794,,,,,,,,Norton-Reyes,SUP1255,Jennifer Meyers,PM8588,Dennis Kim,,,,,40153,,27/01/2025,Low,Japan,Lopezside,Completed,Medium
PRJ2026-699,COMP74469,PROJ1786,ORG79654,,LVL1,IT Consulting,E-commerce Platform Integration,,,,Enterprise,,19/08/2024,ACC958,SUP7587,,,,,,,,"Livingston, Li and Shannon",SUP7427,Wesley Hernandez,PM5364,Jack Adams,,,,,41688,,,High,Brazil,Melissaland,Completed,High
PRJ2028-292,COMP39349,PROJ1586,ORG78585,,LVL2,Software Development,CRM Implementation,,,,Enterprise,,03/04/2022,ACC943,SUP6698,,,,,,,,Stephens-Moses,SUP3448,Vanessa Johnson,PM6420,Jeanne Miller,,,,,12900,,,High,Canada,North Ashley,Completed,Low
PRJ2025-236,COMP84904,PROJ6221,ORG85153,,LVL2,IT Infrastructure,IT Audit and Compliance,,,,Enterprise,09/04/2022,31/08/2021,ACC194,SUP1510,,,,,,,,Peck-Jacobs,SUP5261,Shelby King,PM4296,Timothy Long,,,,,40548,,09/04/2022,High,Spain,Howardland,Completed,Medium
PRJ2024-798,COMP30966,PROJ3772,ORG18285,,LVL3,IT Consulting,Database Migration,,,,Small Business,06/09/2025,07/04/2023,ACC370,SUP5289,,,,,,,,"Carroll, Adams and Hughes",SUP3641,Elizabeth Caldwell,PM7035,Amber Jensen,,,,,37022,,25/09/2025,Medium,USA,South Joel,Completed,Low
PRJ2025-634,COMP91402,PROJ1321,ORG43995,,LVL1,IT Infrastructure,Database Migration,,,,Small Business,,14/04/2022,ACC542,SUP5944,,,,,,,,"Warren, Long and Proctor",SUP3201,James Torres,PM5234,Karen French,,,,,36565,,,High,Japan,East Elizabethmouth,Completed,Medium
PRJ2026-124,COMP44182,PROJ7417,ORG24859,,LVL2,Software Development,IT Audit and Compliance,,,,Small Business,,22/01/2024,ACC978,SUP4080,,,,,,,,"Singh, Williams and Dawson",SUP2677,Edward Brennan,PM3950,Jennifer Kim,,,,,29496,,,Low,Brazil,Berryland,Completed,High
PRJ2021-632,COMP90912,PROJ8450,ORG48348,,LVL3,Software Development,Mobile App Development,,,,Enterprise,07/02/2025,12/07/2022,ACC813,SUP8910,,,,,,,,"Mercado, Ortega and Lyons",SUP7571,Jamie Dennis,PM6779,Mary Love,,,,,11881,,09/02/2025,High,Germany,East Matthew,In Progress,Low
PRJ2023-375,COMP29028,PROJ1085,ORG22177,,LVL3,Software Development,Cloud Security Optimization,,,,Enterprise,,14/06/2021,ACC517,SUP8877,,,,,,,,Robles-Oliver,SUP7225,James Carey,PM9664,Ashley Welch,,,,,25030,,,High,USA,Lake Josephburgh,In Progress,Medium
PRJ2022-853,COMP44189,PROJ1967,ORG88921,,LVL3,IT Consulting,E-commerce Platform Integration,,,,Small Business,12/06/2024,24/02/2023,ACC263,SUP2356,,,,,,,,"Sullivan, Hughes and Bush",SUP9148,Maureen Davila,PM4376,Amanda Jordan,,,,,16530,,13/06/2024,Low,Germany,New Jessica,In Progress,Medium
PRJ2026-144,COMP87260,PROJ5391,ORG68736,,LVL2,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,24/02/2024,27/07/2022,ACC918,SUP8807,,,,,,,,Adams Group,SUP2208,Emily Mills,PM5741,Deanna Smith PhD,,,,,26500,,06/03/2024,Medium,USA,North Gailland,In Progress,Low
PRJ2026-822,COMP78437,PROJ4812,ORG21652,,LVL1,IT Infrastructure,Mobile App Development,,,,Enterprise,,07/05/2022,ACC168,SUP1195,,,,,,,,"Chaney, Ross and Smith",SUP4311,Stephanie Jones,PM3577,Martin Warren III,,,,,29752,,,Medium,UK,Lake Sharon,Completed,Low
PRJ2021-521,COMP35192,PROJ1443,ORG81989,,LVL1,IT Infrastructure,Database Migration,,,,Small Business,20/05/2025,30/03/2024,ACC291,SUP9550,,,,,,,,"Allen, Richardson and Brown",SUP6790,Melody Reed,PM7002,Colin Lowe,,,,,31295,,03/06/2025,Medium,Spain,Gloriahaven,In Progress,Medium
PRJ2024-220,COMP23882,PROJ9160,ORG94931,,LVL1,IT Consulting,E-commerce Platform Integration,,,,Small Business,22/03/2024,10/12/2021,ACC546,SUP3767,,,,,,,,"Mann, Thomas and Adams",SUP2719,Nathan Gonzalez,PM5235,Tina Parrish,,,,,14016,,27/03/2024,Low,Australia,Tiffanyton,In Progress,High
PRJ2027-431,COMP38381,PROJ6027,ORG14770,,LVL2,IT Consulting,Database Migration,,,,Enterprise,,26/06/2023,ACC624,SUP8930,,,,,,,,Brooks-Navarro,SUP8759,David Wilson,PM9322,Jennifer Garcia,,,,,48192,,,Low,Italy,Port Jenniferchester,Completed,Low
PRJ2023-268,COMP24098,PROJ6129,ORG58863,,LVL3,IT Infrastructure,Mobile App Development,,,,Small Business,,21/08/2021,ACC860,SUP1620,,,,,,,,Crawford-Moore,SUP7654,Anna Mcclure,PM5966,Brian Freeman,,,,,21219,,,High,UK,East Dawntown,In Progress,Low
PRJ2021-203,COMP40745,PROJ9281,ORG54134,,LVL3,Software Development,Managed Helpdesk Services,,,,Small Business,13/01/2025,25/11/2022,ACC331,SUP1912,,,,,,,,"Richardson, Lucas and Bishop",SUP4669,Kayla Gutierrez,PM6600,Javier Webb,,,,,36241,,18/01/2025,Medium,Italy,Amberberg,Completed,High
PRJ2027-610,COMP11722,PROJ9717,ORG88227,,LVL1,Software Development,Network Troubleshooting & Support,,,,Enterprise,,04/04/2024,ACC655,SUP3093,,,,,,,,Gardner-Hernandez,SUP8890,Patrick Adams,PM3809,Gregory Fisher,,,,,18298,,,Low,Italy,West Regina,In Progress,Medium
PRJ2024-965,COMP98830,PROJ9527,ORG73474,,LVL2,IT Consulting,Mobile App Development,,,,Small Business,30/11/2023,19/03/2021,ACC128,SUP3144,,,,,,,,"Ortiz, Stanley and Miller",SUP9255,Jennifer Gomez,PM8845,David Carpenter,,,,,27205,,02/12/2023,Low,Italy,East Matthew,In Progress,Medium
PRJ2028-259,COMP15570,PROJ5141,ORG34139,,LVL2,IT Consulting,E-commerce Platform Integration,,,,Enterprise,,29/02/2024,ACC209,SUP3138,,,,,,,,Brown-Johnson,SUP8673,Tiffany Juarez,PM5696,Sheila Thornton,,,,,25165,,,High,Spain,Alexandermouth,Completed,Low
PRJ2028-579,COMP77046,PROJ3637,ORG84558,,LVL3,IT Infrastructure,Web Application Development,,,,Enterprise,,22/11/2023,ACC963,SUP3523,,,,,,,,Andrews-Smith,SUP2800,Ryan Martinez,PM3573,Aaron Mcdaniel,,,,,15166,,,High,Spain,Breannafort,Completed,Low
PRJ2025-537,COMP73176,PROJ3047,ORG43639,,LVL2,IT Infrastructure,Network Troubleshooting & Support,,,,Enterprise,11/12/2024,04/09/2023,ACC298,SUP5396,,,,,,,,"Riley, Mills and Thomas",SUP3940,Charles Jackson,PM5426,Trevor Morgan,,,,,22155,,23/12/2024,Medium,Canada,New Jesse,In Progress,Medium
PRJ2024-335,COMP13522,PROJ7307,ORG24885,,LVL3,Software Development,Database Migration,,,,Small Business,05/07/2023,20/11/2022,ACC837,SUP7690,,,,,,,,"Jones, Graham and Barnes",SUP3643,Erica Blankenship,PM8183,Sergio Stevenson,,,,,46645,,23/07/2023,High,Australia,Christopherborough,In Progress,High
PRJ2022-372,COMP91294,PROJ7640,ORG91310,,LVL3,IT Infrastructure,E-commerce Platform Integration,,,,Enterprise,29/09/2024,05/08/2024,ACC194,SUP7806,,,,,,,,"Thompson, Forbes and Dixon",SUP4806,Victoria Crawford,PM5124,Eduardo Rivera,,,,,11959,,03/10/2024,Medium,USA,Myerstown,In Progress,High
PRJ2023-957,COMP49319,PROJ8191,ORG75817,,LVL3,Software Development,Infrastructure Upgrade,,,,Enterprise,03/06/2026,20/12/2024,ACC432,SUP5426,,,,,,,,"Garrett, King and Miller",SUP7076,Wanda Garcia,PM8820,Brian Wagner,,,,,19335,,01/07/2026,Low,France,Simsstad,In Progress,High
PRJ2023-468,COMP22548,PROJ4847,ORG27377,,LVL2,IT Consulting,Web Application Development,,,,Small Business,13/11/2022,22/07/2022,ACC638,SUP9520,,,,,,,,Bradley Ltd,SUP8718,Sara Holmes,PM2001,Sergio Harvey,,,,,44138,,13/12/2022,High,Canada,West Victoriafort,Completed,Medium
PRJ2021-261,COMP95183,PROJ2980,ORG68805,,LVL2,IT Consulting,E-commerce Platform Integration,,,,Enterprise,03/07/2023,14/01/2022,ACC357,SUP9839,,,,,,,,Hunter-Reed,SUP3227,Nicholas Herrera MD,PM8744,Kimberly Davis,,,,,23806,,21/07/2023,Low,Brazil,Ruthtown,In Progress,Low
PRJ2023-359,COMP16744,PROJ4911,ORG12464,,LVL1,IT Infrastructure,CRM Implementation,,,,Small Business,31/03/2025,16/01/2023,ACC893,SUP3558,,,,,,,,Johnson Group,SUP4802,Ashley Freeman,PM6101,Mrs. Allison Blair,,,,,38898,,13/04/2025,Medium,France,Shannonside,Completed,High
PRJ2023-681,COMP49850,PROJ7284,ORG76140,,LVL1,IT Infrastructure,Mobile App Development,,,,Small Business,27/03/2024,18/10/2022,ACC524,SUP2331,,,,,,,,"Cisneros, Keller and Hernandez",SUP4099,Kenneth Young,PM9242,Stephanie Jenkins,,,,,35433,,14/04/2024,Low,Australia,Jesseland,In Progress,High
PRJ2027-364,COMP34386,PROJ8260,ORG53811,,LVL1,IT Consulting,Data Analytics Platform Implementation,,,,Small Business,09/04/2025,21/05/2023,ACC382,SUP9195,,,,,,,,"Duncan, Reid and Sullivan",SUP8262,Austin Pearson,PM7147,Mary Jones,,,,,34063,,23/04/2025,Low,Canada,South Emilymouth,In Progress,High
PRJ2022-740,COMP48683,PROJ4228,ORG19320,,LVL3,IT Infrastructure,Network Troubleshooting & Support,,,,Enterprise,23/05/2025,12/12/2024,ACC534,SUP6271,,,,,,,,"Edwards, Simmons and Thomas",SUP6067,Regina Bray,PM5199,Yvonne Taylor,,,,,22906,,10/06/2025,High,Japan,Garciamouth,Completed,Low
PRJ2025-679,COMP32765,PROJ9418,ORG68792,,LVL3,IT Consulting,Data Analytics Platform Implementation,,,,Enterprise,28/08/2023,03/10/2021,ACC502,SUP3067,,,,,,,,Berry Ltd,SUP5826,Heidi Hodges,PM4578,Nicholas Carlson,,,,,24164,,25/09/2023,Low,Australia,Donnachester,In Progress,Low
PRJ2026-946,COMP13125,PROJ3185,ORG87393,,LVL2,IT Consulting,Database Migration,,,,Enterprise,15/12/2021,09/08/2021,ACC269,SUP2390,,,,,,,,"Hughes, Watson and Ward",SUP6652,Karen Schaefer,PM5137,Katherine Adams,,,,,39848,,17/12/2021,Medium,UK,Andrewmouth,In Progress,Medium
PRJ2028-980,COMP41108,PROJ9906,ORG88643,,LVL1,IT Consulting,CRM Implementation,,,,Enterprise,06/03/2024,13/09/2023,ACC348,SUP3492,,,,,,,,Wall and Sons,SUP9709,Rebecca Wong,PM2778,Carmen Wallace,,,,,42592,,07/03/2024,Low,Japan,Lake Rachelbury,Completed,High
PRJ2023-308,COMP73677,PROJ2751,ORG65549,,LVL1,IT Infrastructure,Mobile App Development,,,,Small Business,13/02/2027,24/10/2024,ACC402,SUP2872,,,,,,,,"Parker, Taylor and Parker",SUP9524,Christina Rodriguez,PM5496,Courtney Williams,,,,,27879,,14/03/2027,Medium,Brazil,New Julieland,In Progress,High
PRJ2023-754,COMP36851,PROJ3671,ORG92197,,LVL2,Software Development,Infrastructure Upgrade,,,,Small Business,16/10/2024,01/12/2022,ACC633,SUP9948,,,,,,,,Moran Inc,SUP2102,Kimberly Hinton,PM3983,Kayla Acevedo,,,,,46744,,28/10/2024,Medium,Canada,New Kelly,Completed,Low
PRJ2024-597,COMP64120,PROJ7961,ORG39342,,LVL3,IT Consulting,Database Migration,,,,Small Business,26/05/2023,28/11/2022,ACC127,SUP2019,,,,,,,,Smith PLC,SUP5213,Christine Robinson,PM9061,Kendra Zuniga,,,,,25839,,02/06/2023,Medium,Australia,South Charles,Completed,Medium
PRJ2026-269,COMP36435,PROJ2954,ORG55631,,LVL3,IT Consulting,Managed Helpdesk Services,,,,Small Business,,17/10/2022,ACC654,SUP9788,,,,,,,,Jackson-Ball,SUP4159,Steven Mcguire,PM7256,Barbara Jackson,,,,,37490,,,High,USA,Natashafort,In Progress,Medium
PRJ2025-591,COMP61949,PROJ3453,ORG32019,,LVL3,Software Development,Infrastructure Upgrade,,,,Small Business,23/05/2023,11/02/2022,ACC952,SUP8485,,,,,,,,Wong Group,SUP9553,Timothy Hampton,PM7096,Rebekah Simon,,,,,35106,,22/06/2023,High,Australia,West Joel,In Progress,High
PRJ2021-892,COMP67270,PROJ6192,ORG28990,,LVL3,IT Infrastructure,Network Troubleshooting & Support,,,,Small Business,07/05/2026,28/06/2024,ACC833,SUP2703,,,,,,,,Leon and Sons,SUP3894,Mr. Scott Martin,PM8406,Shawn Long,,,,,26551,,24/05/2026,Low,Germany,South Erikamouth,Completed,High
PRJ2023-495,COMP34072,PROJ7346,ORG27875,,LVL2,IT Infrastructure,IT Audit and Compliance,,,,Small Business,28/04/2022,31/12/2021,ACC355,SUP9359,,,,,,,,Chang Ltd,SUP6182,Luke Smith,PM7702,Holly Bryant,,,,,16425,,03/05/2022,Low,Canada,West Carolyn,Completed,High
PRJ2022-512,COMP44972,PROJ1191,ORG49799,,LVL1,Software Development,Client Portal Revamp,,,,Small Business,,18/06/2021,ACC173,SUP6536,,,,,,,,Payne-Gilbert,SUP5815,Jeremy Smith,PM4334,Nichole Williamson,,,,,21089,,,Low,UK,Shepherdburgh,Completed,Low
PRJ2022-773,COMP89731,PROJ2434,ORG56250,,LVL1,IT Consulting,Data Analytics Platform Implementation,,,,Small Business,,01/03/2022,ACC301,SUP4513,,,,,,,,Jones-Woodard,SUP4006,Nancy Maldonado,PM3125,Dean Thompson,,,,,10781,,,High,Italy,Estesfort,Completed,Low
PRJ2026-953,COMP64032,PROJ7705,ORG72906,,LVL3,IT Consulting,Client Portal Revamp,,,,Small Business,28/03/2025,05/03/2024,ACC200,SUP7366,,,,,,,,Mccormick-Rosales,SUP8020,Tammy Sanders,PM8474,Terry Perez,,,,,25307,,22/04/2025,Low,Japan,Port Monicatown,Completed,High
PRJ2026-344,COMP90800,PROJ5038,ORG20868,,LVL1,Software Development,Data Analytics Platform Implementation,,,,Enterprise,08/02/2024,20/07/2023,ACC595,SUP4897,,,,,,,,Ramirez-Oneal,SUP8656,Mark Cole,PM6917,Douglas Pruitt,,,,,27030,,13/02/2024,Medium,Canada,East Laura,Completed,Low
PRJ2021-195,COMP33257,PROJ1569,ORG50407,,LVL1,Software Development,Client Portal Revamp,,,,Enterprise,03/02/2025,24/12/2022,ACC156,SUP9905,,,,,,,,Peterson Ltd,SUP8386,Miranda Anderson,PM4530,Destiny Jones,,,,,34696,,21/02/2025,Medium,Canada,Port Julia,In Progress,Medium
PRJ2028-751,COMP75435,PROJ7778,ORG36885,,LVL2,IT Consulting,Web Application Development,,,,Enterprise,02/03/2024,13/06/2022,ACC933,SUP7856,,,,,,,,Blair-Hernandez,SUP5888,Mr. Justin Matthews Jr.,PM2046,Mariah Davis,,,,,14531,,28/03/2024,High,USA,Port Christopherfort,Completed,High
PRJ2026-902,COMP17550,PROJ2590,ORG66522,,LVL3,Software Development,Cloud Security Optimization,,,,Small Business,13/12/2023,12/01/2024,ACC447,SUP9733,,,,,,,,Stephens and Sons,SUP4240,Erin Green,PM5579,Caleb Perez,,,,,47295,,27/12/2023,High,Canada,New Frederickshire,Completed,High
PRJ2022-152,COMP58852,PROJ4130,ORG98841,,LVL2,IT Consulting,Network Troubleshooting & Support,,,,Small Business,,09/08/2023,ACC600,SUP7641,,,,,,,,Luna Group,SUP3839,Ryan Price,PM2827,Kimberly Cross,,,,,26052,,,Low,UK,Jodyshire,In Progress,Low
PRJ2027-756,COMP30704,PROJ5079,ORG62639,,LVL2,IT Consulting,Cloud Security Optimization,,,,Small Business,22/05/2025,27/10/2024,ACC912,SUP4573,,,,,,,,"Oconnell, Martin and Stokes",SUP5103,Amy Murillo,PM2572,Emily Preston,,,,,23530,,21/06/2025,Medium,France,Port Kimmouth,Completed,High
PRJ2027-380,COMP65425,PROJ6263,ORG59663,,LVL3,IT Consulting,E-commerce Platform Integration,,,,Small Business,06/11/2024,05/02/2024,ACC633,SUP8543,,,,,,,,Woods-Jones,SUP2991,Katie Cohen,PM6750,Sara Brown,,,,,14663,,06/11/2024,Low,Canada,New Katherine,Completed,Low
PRJ2027-499,COMP25578,PROJ4021,ORG68966,,LVL1,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,21/12/2023,24/07/2023,ACC397,SUP2863,,,,,,,,Salas PLC,SUP8431,Steve Riley,PM2132,Jennifer Vega,,,,,41596,,27/12/2023,Low,Japan,South Lorimouth,In Progress,Medium
PRJ2021-673,COMP59335,PROJ2535,ORG54482,,LVL3,Software Development,Web Application Development,,,,Small Business,,13/08/2023,ACC969,SUP7232,,,,,,,,Bowen-Nguyen,SUP2020,Katie Cain,PM7013,Michael Garcia,,,,,22889,,,Medium,USA,New Rebeccaville,Completed,Medium
PRJ2024-390,COMP97018,PROJ8062,ORG88825,,LVL2,Software Development,Web Application Development,,,,Small Business,,29/06/2023,ACC408,SUP1225,,,,,,,,"Weaver, Osborne and Hamilton",SUP5406,Don Sims,PM2850,Jimmy Richardson,,,,,34639,,,Medium,Germany,Amandamouth,Completed,High
PRJ2028-411,COMP38601,PROJ9918,ORG60799,,LVL3,IT Consulting,Mobile App Development,,,,Enterprise,05/07/2024,21/08/2023,ACC213,SUP1046,,,,,,,,Love Group,SUP2228,Bryan Parker,PM5789,David Elliott,,,,,40952,,28/07/2024,Low,UK,New Jacqueline,Completed,Low
PRJ2021-788,COMP28794,PROJ6093,ORG48766,,LVL2,IT Infrastructure,Managed Helpdesk Services,,,,Small Business,07/04/2021,03/02/2021,ACC165,SUP2617,,,,,,,,"Fitzgerald, Villarreal and Keller",SUP4283,Kim Watson,PM5181,Vickie Jackson,,,,,27735,,24/04/2021,High,Spain,Erikaberg,Completed,Low
PRJ2025-449,COMP22965,PROJ7702,ORG69705,,LVL3,IT Infrastructure,E-commerce Platform Integration,,,,Enterprise,05/07/2023,03/03/2021,ACC559,SUP4714,,,,,,,,"Griffin, Lopez and Blake",SUP1581,Holly Saunders,PM4804,Aaron Leon,,,,,31698,,13/07/2023,High,Japan,South Brandon,In Progress,Low
PRJ2024-828,COMP82453,PROJ6409,ORG15177,,LVL1,Software Development,Client Portal Revamp,,,,Enterprise,18/10/2025,21/05/2024,ACC268,SUP8783,,,,,,,,Jones PLC,SUP6045,Roy Hooper,PM2820,Ashley Moore,,,,,41492,,31/10/2025,Low,Brazil,Juliashire,In Progress,Medium
PRJ2022-101,COMP75872,PROJ4114,ORG87861,,LVL2,Software Development,CRM Implementation,,,,Small Business,19/11/2023,08/07/2023,ACC137,SUP6551,,,,,,,,Young Inc,SUP3258,Stephen Espinoza,PM9861,Brian Harris,,,,,25142,,07/12/2023,High,Italy,Lake Robert,In Progress,High
PRJ2021-558,COMP18462,PROJ7890,ORG12040,,LVL2,IT Infrastructure,Database Migration,,,,Small Business,04/08/2024,04/12/2023,ACC397,SUP1019,,,,,,,,"Gibson, Cruz and Sullivan",SUP4872,Jessica Simon,PM5628,Diana Cruz,,,,,32984,,07/08/2024,High,France,South Annette,In Progress,High
PRJ2028-762,COMP62830,PROJ3664,ORG80081,,LVL2,IT Consulting,Client Portal Revamp,,,,Enterprise,31/03/2025,03/08/2024,ACC780,SUP9798,,,,,,,,Bailey-Schmidt,SUP4074,John Russell,PM4450,Rachel Wright,,,,,31163,,28/04/2025,High,Australia,Hernandezbury,In Progress,High
PRJ2027-197,COMP70372,PROJ1178,ORG85538,,LVL1,IT Consulting,Database Migration,,,,Enterprise,,05/11/2022,ACC566,SUP2887,,,,,,,,Durham-Wright,SUP3661,Wanda Stanley,PM6422,Samuel Taylor,,,,,40081,,,Medium,Spain,Loriview,In Progress,High
PRJ2027-992,COMP55205,PROJ4340,ORG43513,,LVL1,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,16/07/2025,04/09/2024,ACC654,SUP7724,,,,,,,,Franklin-Vance,SUP2792,Alan Cardenas,PM4701,Chelsea Chung,,,,,32496,,30/07/2025,Medium,Japan,Hillberg,In Progress,Low
